iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    2.354819432276671065e-01    1.016889507338898935e-01    1.100000000000000000e+01    2.100000000000000089e+00
3.000000000000000000e+00    1.287526717715595792e-01    2.795820294917075385e-02    2.200000000000000000e+01    3.200000000000000178e+00
4.000000000000000000e+00    7.456501693234576789e-02    9.014551953139693027e-03    3.300000000000000000e+01    4.299999999999999822e+00
5.000000000000000000e+00    4.340038192637289682e-02    2.960901098721798689e-03    4.400000000000000000e+01    5.400000000000000355e+00
6.000000000000000000e+00    2.559303605841208723e-02    9.781285813277558819e-04    5.500000000000000000e+01    6.500000000000000000e+00
7.000000000000000000e+00    1.551586552609127319e-02    3.552130397773752978e-04    6.600000000000000000e+01    7.599999999999999645e+00
8.000000000000000000e+00    9.381760851917934907e-03    1.299267316905804279e-04    7.700000000000000000e+01    8.699999999999999289e+00
9.000000000000000000e+00    5.827914060798751461e-03    4.873680995912777836e-05    8.800000000000000000e+01    9.800000000000000711e+00
1.000000000000000000e+01    3.621750584433240487e-03    1.893992100341027542e-05    9.900000000000000000e+01    1.090000000000000036e+01
1.100000000000000000e+01    2.195711236889733020e-03    7.194240587524414651e-06    1.100000000000000000e+02    1.200000000000000000e+01
1.200000000000000000e+01    1.375392590967643549e-03    2.827403639754747429e-06    1.210000000000000000e+02    1.309999999999999964e+01
1.300000000000000000e+01    8.660987486141122566e-04    1.132477712923124457e-06    1.320000000000000000e+02    1.419999999999999929e+01
1.400000000000000000e+01    5.490949607097163950e-04    4.369320959308441691e-07    1.430000000000000000e+02    1.530000000000000071e+01
1.500000000000000000e+01    3.356157258688529711e-04    1.671135542868170756e-07    1.540000000000000000e+02    1.639999999999999858e+01
1.600000000000000000e+01    2.140320560559613456e-04    7.112638627702932028e-08    1.650000000000000000e+02    1.750000000000000000e+01
1.700000000000000000e+01    1.368790219098604431e-04    2.733691085308082170e-08    1.760000000000000000e+02    1.860000000000000142e+01
1.800000000000000000e+01    9.153393286017503150e-05    1.275385145430613291e-08    1.870000000000000000e+02    1.969999999999999929e+01
1.900000000000000000e+01    6.104102733142806911e-05    6.289528165870045409e-09    1.980000000000000000e+02    2.080000000000000071e+01
2.000000000000000000e+01    4.019521331749235661e-05    2.613348057093032886e-09    2.090000000000000000e+02    2.189999999999999858e+01
2.100000000000000000e+01    2.688865293574821448e-05    1.131238205268046100e-09    2.200000000000000000e+02    2.300000000000000000e+01
2.200000000000000000e+01    1.802961023140138317e-05    4.856054513008286137e-10    2.310000000000000000e+02    2.410000000000000142e+01
2.300000000000000000e+01    1.234270590311740250e-05    2.772616592709953179e-10    2.420000000000000000e+02    2.519999999999999929e+01
2.400000000000000000e+01    8.150588619537510858e-06    1.078112253856133551e-10    2.530000000000000000e+02    2.630000000000000071e+01
2.500000000000000000e+01    5.660633531970893135e-06    5.690451994082800036e-11    2.640000000000000000e+02    2.739999999999999858e+01
2.600000000000000000e+01    4.291413693149224038e-06    3.808321914465144176e-11    2.750000000000000000e+02    2.850000000000000000e+01
2.700000000000000000e+01    2.833236491081595697e-06    1.787933312557015615e-11    2.860000000000000000e+02    2.960000000000000142e+01
2.800000000000000000e+01    2.005636142864480065e-06    7.258377407423179937e-12    2.970000000000000000e+02    3.069999999999999929e+01
