iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    2.722783484500300097e-02    1.384116164640634581e-03    3.000000000000000000e+00    1.020000000000000000e+02
3.000000000000000000e+00    1.815991021543271119e-02    7.050391083821252926e-04    6.000000000000000000e+00    2.030000000000000000e+02
4.000000000000000000e+00    8.319214096449548124e-03    1.417830637827091568e-04    9.000000000000000000e+00    3.040000000000000000e+02
5.000000000000000000e+00    6.899882953372770029e-03    8.136446887604266269e-05    1.200000000000000000e+01    4.050000000000000000e+02
6.000000000000000000e+00    7.225107660073328171e-03    9.904786023639091178e-05    1.500000000000000000e+01    5.060000000000000000e+02
7.000000000000000000e+00    6.505360409673394996e-03    7.982204355777050466e-05    1.800000000000000000e+01    6.070000000000000000e+02
8.000000000000000000e+00    4.482696827471281155e-03    4.177530621668475261e-05    2.100000000000000000e+01    7.080000000000000000e+02
9.000000000000000000e+00    4.764523083323675759e-03    3.928099871608176205e-05    2.400000000000000000e+01    8.090000000000000000e+02
1.000000000000000000e+01    4.483172737199283067e-03    3.888521612191509408e-05    2.700000000000000000e+01    9.100000000000000000e+02
1.100000000000000000e+01    4.366839912993551384e-03    3.552092237150117056e-05    3.000000000000000000e+01    1.011000000000000000e+03
1.200000000000000000e+01    2.946228562329187076e-03    1.805554091024307191e-05    3.300000000000000000e+01    1.112000000000000000e+03
1.300000000000000000e+01    3.406265328229692024e-03    2.067265424423650252e-05    3.600000000000000000e+01    1.213000000000000000e+03
1.400000000000000000e+01    3.024466587357174142e-03    1.799626722516015358e-05    3.900000000000000000e+01    1.314000000000000000e+03
1.500000000000000000e+01    3.104644344102815839e-03    1.798801593203395942e-05    4.200000000000000000e+01    1.415000000000000000e+03
1.600000000000000000e+01    2.075376211098775917e-03    8.868634477579111886e-06    4.500000000000000000e+01    1.516000000000000000e+03
1.700000000000000000e+01    2.475004264500888038e-03    1.122538724135906225e-05    4.800000000000000000e+01    1.617000000000000000e+03
1.800000000000000000e+01    2.158599695295236945e-03    9.235526125630106679e-06    5.100000000000000000e+01    1.718000000000000000e+03
1.900000000000000000e+01    2.261350778716249114e-03    9.593708567259295837e-06    5.400000000000000000e+01    1.819000000000000000e+03
2.000000000000000000e+01    1.551371876369978496e-03    4.884701134351060524e-06    5.700000000000000000e+01    1.920000000000000000e+03
2.100000000000000000e+01    1.836061217295497944e-03    6.335407798799118050e-06    6.000000000000000000e+01    2.021000000000000000e+03
2.200000000000000000e+01    1.617062213965104588e-03    5.190269018961575670e-06    6.300000000000000000e+01    2.122000000000000000e+03
2.300000000000000000e+01    1.683250343325604125e-03    5.351599680159868404e-06    6.600000000000000000e+01    2.223000000000000000e+03
2.400000000000000000e+01    1.216657249731779638e-03    2.967897394272387654e-06    6.900000000000000000e+01    2.324000000000000000e+03
2.500000000000000000e+01    1.395125103757684400e-03    3.736468308642200849e-06    7.200000000000000000e+01    2.425000000000000000e+03
2.600000000000000000e+01    1.257600858415391281e-03    3.135723430707219967e-06    7.500000000000000000e+01    2.526000000000000000e+03
2.700000000000000000e+01    1.281440261025227918e-03    3.125087316586340868e-06    7.800000000000000000e+01    2.627000000000000000e+03
2.800000000000000000e+01    9.853072645320125507e-04    1.932516946725244838e-06    8.100000000000000000e+01    2.728000000000000000e+03
2.900000000000000000e+01    1.086047394615806969e-03    2.301963830348224586e-06    8.400000000000000000e+01    2.829000000000000000e+03
3.000000000000000000e+01    1.003598613606192192e-03    1.994304774165885755e-06    8.700000000000000000e+01    2.930000000000000000e+03
3.100000000000000000e+01    9.974488312649825838e-04    1.908324069771358145e-06    9.000000000000000000e+01    3.031000000000000000e+03
3.200000000000000000e+01    8.129800100063751082e-04    1.312104856175677111e-06    9.300000000000000000e+01    3.132000000000000000e+03
3.300000000000000000e+01    8.639603063630986153e-04    1.473958769772863175e-06    9.600000000000000000e+01    3.233000000000000000e+03
3.400000000000000000e+01    8.143531132668184241e-04    1.312418288702596656e-06    9.900000000000000000e+01    3.334000000000000000e+03
3.500000000000000000e+01    7.922066251751488973e-04    1.213097547475560056e-06    1.020000000000000000e+02    3.435000000000000000e+03
3.600000000000000000e+01    6.775554203087539879e-04    9.116216640323154791e-07    1.050000000000000000e+02    3.536000000000000000e+03
3.700000000000000000e+01    6.994499218749097337e-04    9.735938852382852267e-07    1.080000000000000000e+02    3.637000000000000000e+03
3.800000000000000000e+01    6.678971407715279850e-04    8.832638167917381151e-07    1.110000000000000000e+02    3.738000000000000000e+03
3.900000000000000000e+01    6.399126399803175148e-04    7.972874066910890214e-07    1.140000000000000000e+02    3.839000000000000000e+03
4.000000000000000000e+01    5.676941147427084881e-04    6.411474981800073362e-07    1.170000000000000000e+02    3.940000000000000000e+03
4.100000000000000000e+01    5.737529031133106619e-04    6.583231805641473713e-07    1.200000000000000000e+02    4.041000000000000000e+03
4.200000000000000000e+01    5.517150909781770715e-04    6.035431120812133363e-07    1.230000000000000000e+02    4.142000000000000000e+03
4.300000000000000000e+01    5.237846262865162575e-04    5.377274306581877255e-07    1.260000000000000000e+02    4.243000000000000000e+03
4.400000000000000000e+01    4.770461006686137575e-04    4.538890388906278811e-07    1.290000000000000000e+02    4.344000000000000000e+03
4.500000000000000000e+01    4.750567215207050125e-04    4.527114154915955090e-07    1.320000000000000000e+02    4.445000000000000000e+03
4.600000000000000000e+01    4.580891682190902530e-04    4.169259231645871267e-07    1.350000000000000000e+02    4.546000000000000000e+03
4.700000000000000000e+01    4.329926622143742015e-04    3.696583073918755470e-07    1.380000000000000000e+02    4.647000000000000000e+03
4.800000000000000000e+01    4.015981601380086744e-04    3.225439611144899465e-07    1.410000000000000000e+02    4.748000000000000000e+03
4.900000000000000000e+01    3.958808399340831528e-04    3.150374460433770275e-07    1.440000000000000000e+02    4.849000000000000000e+03
5.000000000000000000e+01    3.818579639537508460e-04    2.904105117686800887e-07    1.470000000000000000e+02    4.950000000000000000e+03
5.100000000000000000e+01    3.605151580400821061e-04    2.576162190027330535e-07    1.500000000000000000e+02    5.051000000000000000e+03
5.200000000000000000e+01    3.385149378367408751e-04    2.297775054901504502e-07    1.530000000000000000e+02    5.152000000000000000e+03
5.300000000000000000e+01    3.313666310555521454e-04    2.210749238212208338e-07    1.560000000000000000e+02    5.253000000000000000e+03
5.400000000000000000e+01    3.193361757966553158e-04    2.036302352836588765e-07    1.590000000000000000e+02    5.354000000000000000e+03
5.500000000000000000e+01    3.017148960046260359e-04    1.812730102780841405e-07    1.620000000000000000e+02    5.455000000000000000e+03
5.600000000000000000e+01    2.856326906554348261e-04    1.639989399112134563e-07    1.650000000000000000e+02    5.556000000000000000e+03
5.700000000000000000e+01    2.782294158260846203e-04    1.560747986314472942e-07    1.680000000000000000e+02    5.657000000000000000e+03
5.800000000000000000e+01    2.677716040597880108e-04    1.435624776948285466e-07    1.710000000000000000e+02    5.758000000000000000e+03
5.900000000000000000e+01    2.534367968080566058e-04    1.284249989472074373e-07    1.740000000000000000e+02    5.859000000000000000e+03
6.000000000000000000e+01    2.412261628119706492e-04    1.172369921750994221e-07    1.770000000000000000e+02    5.960000000000000000e+03
6.100000000000000000e+01    2.341426787447295379e-04    1.106816117146756350e-07    1.800000000000000000e+02    6.061000000000000000e+03
6.200000000000000000e+01    2.250499318503504430e-04    1.016773054203222056e-07    1.830000000000000000e+02    6.162000000000000000e+03
6.300000000000000000e+01    2.134550198293488649e-04    9.142868713489344501e-08    1.860000000000000000e+02    6.263000000000000000e+03
6.400000000000000000e+01    2.038886721823139571e-04    8.392959748360344744e-08    1.890000000000000000e+02    6.364000000000000000e+03
6.500000000000000000e+01    1.973834362824852134e-04    7.876530658830018471e-08    1.920000000000000000e+02    6.465000000000000000e+03
6.600000000000000000e+01    1.895178230977186129e-04    7.229092843852269344e-08    1.950000000000000000e+02    6.566000000000000000e+03
6.700000000000000000e+01    1.801398775659406829e-04    6.532330133756333085e-08    1.980000000000000000e+02    6.667000000000000000e+03
6.800000000000000000e+01    1.724606530978072384e-04    6.016654161475298277e-08    2.010000000000000000e+02    6.768000000000000000e+03
6.900000000000000000e+01    1.666276898360441656e-04    5.621168260491687614e-08    2.040000000000000000e+02    6.869000000000000000e+03
7.000000000000000000e+01    1.598668836512420668e-04    5.156634836596176780e-08    2.070000000000000000e+02    6.970000000000000000e+03
7.100000000000000000e+01    1.522573521397439756e-04    4.679829144084509023e-08    2.100000000000000000e+02    7.071000000000000000e+03
7.200000000000000000e+01    1.459808865262625648e-04    4.318739260011811240e-08    2.130000000000000000e+02    7.172000000000000000e+03
7.300000000000000000e+01    1.408297183778883745e-04    4.021206307145258915e-08    2.160000000000000000e+02    7.273000000000000000e+03
7.400000000000000000e+01    1.350523073977865946e-04    3.688585075264003440e-08    2.190000000000000000e+02    7.374000000000000000e+03
7.500000000000000000e+01    1.288467056110969829e-04    3.359814655806239085e-08    2.220000000000000000e+02    7.475000000000000000e+03
7.600000000000000000e+01    1.236500174513305793e-04    3.103821518864681259e-08    2.250000000000000000e+02    7.576000000000000000e+03
7.700000000000000000e+01    1.191477809825103817e-04    2.882604105522883053e-08    2.280000000000000000e+02    7.677000000000000000e+03
7.800000000000000000e+01    1.142334331447793775e-04    2.644763386525727649e-08    2.310000000000000000e+02    7.778000000000000000e+03
7.900000000000000000e+01    1.091437108640399634e-04    2.416305503525786591e-08    2.340000000000000000e+02    7.879000000000000000e+03
8.000000000000000000e+01    1.048018700559271137e-04    2.233317880969140319e-08    2.370000000000000000e+02    7.980000000000000000e+03
8.100000000000000000e+01    1.008957717771855511e-04    2.070170952543246937e-08    2.400000000000000000e+02    8.081000000000000000e+03
8.200000000000000000e+01    9.672927646210533977e-05    1.900200792759492512e-08    2.430000000000000000e+02    8.182000000000000000e+03
8.300000000000000000e+01    9.253069524146418159e-05    1.740280903158015012e-08    2.460000000000000000e+02    8.283000000000000000e+03
8.400000000000000000e+01    8.888034172502900046e-05    1.608770337274321391e-08    2.490000000000000000e+02    8.384000000000000000e+03
8.500000000000000000e+01    8.550983381990707901e-05    1.489134693014819772e-08    2.520000000000000000e+02    8.485000000000000000e+03
8.600000000000000000e+01    8.198480267236690690e-05    1.367648989927989808e-08    2.550000000000000000e+02    8.586000000000000000e+03
8.700000000000000000e+01    7.850264294948841039e-05    1.254964015122658492e-08    2.580000000000000000e+02    8.687000000000000000e+03
8.800000000000000000e+01    7.542057084482699442e-05    1.160117821918547130e-08    2.610000000000000000e+02    8.788000000000000000e+03
8.900000000000000000e+01    7.252403142391986154e-05    1.072742447523402091e-08    2.640000000000000000e+02    8.889000000000000000e+03
9.000000000000000000e+01    6.954510352769940602e-05    9.858478187484821753e-09    2.670000000000000000e+02    8.990000000000000000e+03
9.100000000000000000e+01    6.664320713836585923e-05    9.059887735842454266e-09    2.700000000000000000e+02    9.091000000000000000e+03
9.200000000000000000e+01    6.403348956282585403e-05    8.374305545697620255e-09    2.730000000000000000e+02    9.192000000000000000e+03
9.300000000000000000e+01    6.155186120231747454e-05    7.737970111817241134e-09    2.760000000000000000e+02    9.293000000000000000e+03
9.400000000000000000e+01    5.903546536328128930e-05    7.115738005559235907e-09    2.790000000000000000e+02    9.394000000000000000e+03
9.500000000000000000e+01    5.660707466702371882e-05    6.547018087545786526e-09    2.820000000000000000e+02    9.495000000000000000e+03
9.600000000000000000e+01    5.439310079086157724e-05    6.050730836524900375e-09    2.850000000000000000e+02    9.596000000000000000e+03
9.700000000000000000e+01    5.227177884471523778e-05    5.588202534512869634e-09    2.880000000000000000e+02    9.697000000000000000e+03
9.800000000000000000e+01    5.014586219090154108e-05    5.142019873321835778e-09    2.910000000000000000e+02    9.798000000000000000e+03
9.900000000000000000e+01    4.810657982974089877e-05    4.735354834192293619e-09    2.940000000000000000e+02    9.899000000000000000e+03
1.000000000000000000e+02    4.622596716446190652e-05    4.375752407668871128e-09    2.970000000000000000e+02    1.000000000000000000e+04
1.010000000000000000e+02    4.441564905534181525e-05    4.039987346150427375e-09    3.000000000000000000e+02    1.010100000000000000e+04
1.020000000000000000e+02    4.261879297181634762e-05    3.719560433472624957e-09    3.030000000000000000e+02    1.020200000000000000e+04
1.030000000000000000e+02    4.090128314518360307e-05    3.427799069079626206e-09    3.060000000000000000e+02    1.030300000000000000e+04
1.040000000000000000e+02    3.930250680969870459e-05    3.167067031302072559e-09    3.090000000000000000e+02    1.040400000000000000e+04
1.050000000000000000e+02    3.775941647447018115e-05    2.923512503345997628e-09    3.120000000000000000e+02    1.050500000000000000e+04
1.060000000000000000e+02    3.623966310363951936e-05    2.693042444570047722e-09    3.150000000000000000e+02    1.060600000000000000e+04
1.070000000000000000e+02    3.478970105394334683e-05    2.483145904696581372e-09    3.180000000000000000e+02    1.070700000000000000e+04
1.080000000000000000e+02    3.342977182267730464e-05    2.294011990449486217e-09    3.210000000000000000e+02    1.080800000000000000e+04
1.090000000000000000e+02    3.211551347585081420e-05    2.117414726493517494e-09    3.240000000000000000e+02    1.090900000000000000e+04
1.100000000000000000e+02    3.082911625227997767e-05    1.951397521280052297e-09    3.270000000000000000e+02    1.101000000000000000e+04
1.110000000000000000e+02    2.960264817325152417e-05    1.800058987245492422e-09    3.300000000000000000e+02    1.111100000000000000e+04
1.120000000000000000e+02    2.844544795457585080e-05    1.662811857191908746e-09    3.330000000000000000e+02    1.121200000000000000e+04
1.130000000000000000e+02    2.732665087094254301e-05    1.534779138914866467e-09    3.360000000000000000e+02    1.131300000000000000e+04
1.140000000000000000e+02    2.623687394203241428e-05    1.415019644795065291e-09    3.390000000000000000e+02    1.141400000000000000e+04
