iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    2.401956177438318851e-01    1.051929201966014665e-01    1.700000000000000000e+01    2.100000000000000089e+00
3.000000000000000000e+00    1.313298561028358458e-01    2.862937866518001570e-02    3.400000000000000000e+01    3.200000000000000178e+00
4.000000000000000000e+00    7.580006980490903989e-02    9.013134496036709006e-03    5.100000000000000000e+01    4.299999999999999822e+00
5.000000000000000000e+00    4.499916206368025084e-02    3.080832045209521818e-03    6.800000000000000000e+01    5.400000000000000355e+00
6.000000000000000000e+00    2.731230613411887373e-02    1.105067548840894332e-03    8.500000000000000000e+01    6.500000000000000000e+00
7.000000000000000000e+00    1.673779762737050147e-02    4.075617543303645799e-04    1.020000000000000000e+02    7.599999999999999645e+00
8.000000000000000000e+00    1.019658431134439110e-02    1.489949532997161612e-04    1.190000000000000000e+02    8.699999999999999289e+00
9.000000000000000000e+00    6.316853493915704221e-03    5.653217030710443126e-05    1.360000000000000000e+02    9.800000000000000711e+00
1.000000000000000000e+01    3.973918435036358394e-03    2.222378176886147621e-05    1.530000000000000000e+02    1.090000000000000036e+01
1.100000000000000000e+01    2.462823968224916310e-03    8.492147943937988544e-06    1.700000000000000000e+02    1.200000000000000000e+01
1.200000000000000000e+01    1.551888236789474929e-03    3.359481157462381652e-06    1.870000000000000000e+02    1.309999999999999964e+01
1.300000000000000000e+01    9.824052584441812005e-04    1.338660048975440296e-06    2.040000000000000000e+02    1.419999999999999929e+01
1.400000000000000000e+01    6.166702701399959198e-04    5.247337008348613907e-07    2.210000000000000000e+02    1.530000000000000071e+01
1.500000000000000000e+01    3.863276965031607049e-04    2.058340277657879895e-07    2.380000000000000000e+02    1.639999999999999858e+01
1.600000000000000000e+01    2.391137940533301679e-04    7.856583587988232811e-08    2.550000000000000000e+02    1.750000000000000000e+01
1.700000000000000000e+01    1.507442087948241685e-04    3.121871103759700693e-08    2.720000000000000000e+02    1.860000000000000142e+01
1.800000000000000000e+01    9.430585139282344240e-05    1.215915426768204299e-08    2.890000000000000000e+02    1.969999999999999929e+01
1.900000000000000000e+01    5.944368564410940677e-05    4.823140025256718772e-09    3.060000000000000000e+02    2.080000000000000071e+01
2.000000000000000000e+01    3.725702069450273772e-05    1.887534275069416287e-09    3.230000000000000000e+02    2.189999999999999858e+01
2.100000000000000000e+01    2.351877826698410635e-05    7.510602539959230790e-10    3.400000000000000000e+02    2.300000000000000000e+01
2.200000000000000000e+01    1.483449585933835189e-05    2.984274599869504289e-10    3.570000000000000000e+02    2.410000000000000142e+01
2.300000000000000000e+01    9.426680013231733091e-06    1.204200861405458126e-10    3.740000000000000000e+02    2.519999999999999929e+01
2.400000000000000000e+01    5.928514523047762840e-06    4.749710118386684818e-11    3.910000000000000000e+02    2.630000000000000071e+01
2.500000000000000000e+01    3.754442003180438354e-06    1.901196762267692309e-11    4.080000000000000000e+02    2.739999999999999858e+01
2.600000000000000000e+01    2.363294803834943022e-06    7.516462953989419948e-12    4.250000000000000000e+02    2.850000000000000000e+01
