iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    2.506020163009408525e-02    1.170189007853753536e-03    2.000000000000000000e+00    1.020000000000000000e+02
3.000000000000000000e+00    1.694671957461493447e-02    5.970538786897375662e-04    4.000000000000000000e+00    2.030000000000000000e+02
4.000000000000000000e+00    1.006578037630297476e-02    1.915498461912936356e-04    6.000000000000000000e+00    3.040000000000000000e+02
5.000000000000000000e+00    8.985995075173287827e-03    1.522777272846490958e-04    8.000000000000000000e+00    4.050000000000000000e+02
6.000000000000000000e+00    7.484363011185365087e-03    1.032599484979347708e-04    1.000000000000000000e+01    5.060000000000000000e+02
7.000000000000000000e+00    6.939253294876141995e-03    8.879567681182547591e-05    1.200000000000000000e+01    6.070000000000000000e+02
8.000000000000000000e+00    6.151860390011564157e-03    6.922096244135877833e-05    1.400000000000000000e+01    7.080000000000000000e+02
9.000000000000000000e+00    5.748243897530059925e-03    6.059068367164647726e-05    1.600000000000000000e+01    8.090000000000000000e+02
1.000000000000000000e+01    5.231810564804909372e-03    5.002049708965304869e-05    1.800000000000000000e+01    9.100000000000000000e+02
1.100000000000000000e+01    4.908082995213343402e-03    4.417642941670607673e-05    2.000000000000000000e+01    1.011000000000000000e+03
1.200000000000000000e+01    4.533466968349197587e-03    3.764518043038322942e-05    2.200000000000000000e+01    1.112000000000000000e+03
1.300000000000000000e+01    4.266532733812947870e-03    3.345658988914193397e-05    2.400000000000000000e+01    1.213000000000000000e+03
1.400000000000000000e+01    3.978659859887078917e-03    2.909409874839033390e-05    2.600000000000000000e+01    1.314000000000000000e+03
1.500000000000000000e+01    3.755692352556513642e-03    2.600183613475868721e-05    2.800000000000000000e+01    1.415000000000000000e+03
1.600000000000000000e+01    3.526470368670656368e-03    2.294016039506377458e-05    3.000000000000000000e+01    1.516000000000000000e+03
1.700000000000000000e+01    3.338867898663987980e-03    2.061667161032544577e-05    3.200000000000000000e+01    1.617000000000000000e+03
1.800000000000000000e+01    3.152119120914972580e-03    1.839464021838591501e-05    3.400000000000000000e+01    1.718000000000000000e+03
1.900000000000000000e+01    2.993464547873388951e-03    1.662638536622614618e-05    3.600000000000000000e+01    1.819000000000000000e+03
2.000000000000000000e+01    2.838894966180177757e-03    1.497346572700375633e-05    3.800000000000000000e+01    1.920000000000000000e+03
2.100000000000000000e+01    2.704100841467657352e-03    1.361257901210432948e-05    4.000000000000000000e+01    2.021000000000000000e+03
2.200000000000000000e+01    2.574615211174837315e-03    1.235834796505997008e-05    4.200000000000000000e+01    2.122000000000000000e+03
2.300000000000000000e+01    2.459524988356353616e-03    1.129926181892798278e-05    4.400000000000000000e+01    2.223000000000000000e+03
2.400000000000000000e+01    2.349940253843200381e-03    1.033094460312222237e-05    4.600000000000000000e+01    2.324000000000000000e+03
2.500000000000000000e+01    2.251118968695010360e-03    9.497168095819774036e-06    4.800000000000000000e+01    2.425000000000000000e+03
2.600000000000000000e+01    2.157500955622969775e-03    8.737606928713612269e-06    5.000000000000000000e+01    2.526000000000000000e+03
2.700000000000000000e+01    2.072105960076395421e-03    8.073296827627097336e-06    5.200000000000000000e+01    2.627000000000000000e+03
2.800000000000000000e+01    1.991397948970081988e-03    7.468473833549538877e-06    5.400000000000000000e+01    2.728000000000000000e+03
2.900000000000000000e+01    1.917084488260321386e-03    6.932663817031717212e-06    5.600000000000000000e+01    2.829000000000000000e+03
3.000000000000000000e+01    1.846879723561608471e-03    6.444123088382302134e-06    5.800000000000000000e+01    2.930000000000000000e+03
3.100000000000000000e+01    1.781723387462922237e-03    6.006632128258830277e-06    6.000000000000000000e+01    3.031000000000000000e+03
3.200000000000000000e+01    1.720113193566940799e-03    5.606633327695500563e-06    6.200000000000000000e+01    3.132000000000000000e+03
3.300000000000000000e+01    1.662542629421785018e-03    5.245121750338074031e-06    6.400000000000000000e+01    3.233000000000000000e+03
3.400000000000000000e+01    1.608007514688937359e-03    4.913426370601738968e-06    6.600000000000000000e+01    3.334000000000000000e+03
3.500000000000000000e+01    1.556745258966699868e-03    4.611266698529174845e-06    6.800000000000000000e+01    3.435000000000000000e+03
3.600000000000000000e+01    1.508072803407109561e-03    4.332953332743973146e-06    7.000000000000000000e+01    3.536000000000000000e+03
3.700000000000000000e+01    1.462083616268896463e-03    4.077688285662715726e-06    7.200000000000000000e+01    3.637000000000000000e+03
3.800000000000000000e+01    1.418304627071655891e-03    3.841641627615437312e-06    7.400000000000000000e+01    3.738000000000000000e+03
3.900000000000000000e+01    1.376751046717710272e-03    3.623867048274473029e-06    7.600000000000000000e+01    3.839000000000000000e+03
4.000000000000000000e+01    1.337089129023585291e-03    3.421719861244361106e-06    7.800000000000000000e+01    3.940000000000000000e+03
4.100000000000000000e+01    1.299293872908788847e-03    3.234275182869595013e-06    8.000000000000000000e+01    4.041000000000000000e+03
4.200000000000000000e+01    1.263125352949141843e-03    3.059660452517114688e-06    8.200000000000000000e+01    4.142000000000000000e+03
4.300000000000000000e+01    1.228540014360619435e-03    2.897041491788826764e-06    8.400000000000000000e+01    4.243000000000000000e+03
4.400000000000000000e+01    1.195362071177740945e-03    2.745059763774991980e-06    8.600000000000000000e+01    4.344000000000000000e+03
4.500000000000000000e+01    1.163541420684513191e-03    2.602992065525309310e-06    8.800000000000000000e+01    4.445000000000000000e+03
4.600000000000000000e+01    1.132946799842753137e-03    2.469829486257531973e-06    9.000000000000000000e+01    4.546000000000000000e+03
4.700000000000000000e+01    1.103527935776728221e-03    2.344957550807030078e-06    9.200000000000000000e+01    4.647000000000000000e+03
4.800000000000000000e+01    1.075184949620347713e-03    2.227610239653030685e-06    9.400000000000000000e+01    4.748000000000000000e+03
4.900000000000000000e+01    1.047870543746327486e-03    2.117270405858216051e-06    9.600000000000000000e+01    4.849000000000000000e+03
5.000000000000000000e+01    1.021507304084716232e-03    2.013344307798813222e-06    9.800000000000000000e+01    4.950000000000000000e+03
5.100000000000000000e+01    9.960522383167429508e-04    1.915398091078787057e-06    1.000000000000000000e+02    5.051000000000000000e+03
5.200000000000000000e+01    9.714442598852136282e-04    1.822962700483972140e-06    1.020000000000000000e+02    5.152000000000000000e+03
5.300000000000000000e+01    9.476450268850024686e-04    1.735673886376468550e-06    1.040000000000000000e+02    5.253000000000000000e+03
5.400000000000000000e+01    9.246055001997019723e-04    1.653154617977717977e-06    1.060000000000000000e+02    5.354000000000000000e+03
5.500000000000000000e+01    9.022918286550495786e-04    1.575098106234906880e-06    1.080000000000000000e+02    5.455000000000000000e+03
5.600000000000000000e+01    8.806639957874820481e-04    1.501196527970061012e-06    1.100000000000000000e+02    5.556000000000000000e+03
5.700000000000000000e+01    8.596922490111764872e-04    1.431190285451438671e-06    1.120000000000000000e+02    5.657000000000000000e+03
5.800000000000000000e+01    8.393434287284197264e-04    1.364824543717703540e-06    1.140000000000000000e+02    5.758000000000000000e+03
5.900000000000000000e+01    8.195914063712407419e-04    1.301878437593253197e-06    1.160000000000000000e+02    5.859000000000000000e+03
6.000000000000000000e+01    8.004083084735515640e-04    1.242138395827944827e-06    1.180000000000000000e+02    5.960000000000000000e+03
6.100000000000000000e+01    7.817711524092059222e-04    1.185415416447638415e-06    1.200000000000000000e+02    6.061000000000000000e+03
6.200000000000000000e+01    7.636561972998344916e-04    1.131528575689523664e-06    1.220000000000000000e+02    6.162000000000000000e+03
6.300000000000000000e+01    7.460431631534585701e-04    1.080315196082338503e-06    1.240000000000000000e+02    6.263000000000000000e+03
6.400000000000000000e+01    7.289115840790879935e-04    1.031620567041686053e-06    1.260000000000000000e+02    6.364000000000000000e+03
6.500000000000000000e+01    7.122434897903659164e-04    9.853038799461187597e-07    1.280000000000000000e+02    6.465000000000000000e+03
