iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    3.077202210622566672e-02    1.781467109837031734e-03    1.400000000000000000e+01    1.020000000000000000e+02
3.000000000000000000e+00    1.849176865788045368e-02    7.896190182964736874e-04    2.800000000000000000e+01    2.030000000000000000e+02
4.000000000000000000e+00    2.888466648194384142e-03    1.932983387809184914e-05    4.200000000000000000e+01    3.040000000000000000e+02
5.000000000000000000e+00    1.452026382617458257e-03    4.824950352727927273e-06    5.600000000000000000e+01    4.050000000000000000e+02
6.000000000000000000e+00    8.940260676256013214e-04    1.848703366272464358e-06    7.000000000000000000e+01    5.060000000000000000e+02
7.000000000000000000e+00    5.220678378690059209e-04    6.502727992354424966e-07    8.400000000000000000e+01    6.070000000000000000e+02
8.000000000000000000e+00    3.024291624003570518e-04    2.193010497076694305e-07    9.800000000000000000e+01    7.080000000000000000e+02
9.000000000000000000e+00    1.855579838457718724e-04    8.329465555566426578e-08    1.120000000000000000e+02    8.090000000000000000e+02
1.000000000000000000e+01    1.117546384470455577e-04    3.046236203574268734e-08    1.260000000000000000e+02    9.100000000000000000e+02
1.100000000000000000e+01    7.052906929000899436e-05    1.214567542684850834e-08    1.400000000000000000e+02    1.011000000000000000e+03
1.200000000000000000e+01    4.341055570096121185e-05    4.632561233118095654e-09    1.540000000000000000e+02    1.112000000000000000e+03
1.300000000000000000e+01    2.775225256250684578e-05    1.888980935935358831e-09    1.680000000000000000e+02    1.213000000000000000e+03
1.400000000000000000e+01    1.735653603140400138e-05    7.423116442852916327e-10    1.820000000000000000e+02    1.314000000000000000e+03
1.500000000000000000e+01    1.115396752990933107e-05    3.056576441114369623e-10    1.960000000000000000e+02    1.415000000000000000e+03
1.600000000000000000e+01    7.051799565724668012e-06    1.225121837447058188e-10    2.100000000000000000e+02    1.516000000000000000e+03
1.700000000000000000e+01    4.540406743929191095e-06    5.065352307786026756e-11    2.240000000000000000e+02    1.617000000000000000e+03
1.800000000000000000e+01    2.890884325941408434e-06    2.056337823549868514e-11    2.380000000000000000e+02    1.718000000000000000e+03
1.900000000000000000e+01    1.862486202039834991e-06    8.516711600785005793e-12    2.520000000000000000e+02    1.819000000000000000e+03
2.000000000000000000e+01    1.191165318860529889e-06    3.485492109455472830e-12    2.660000000000000000e+02    1.920000000000000000e+03
