iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    3.125694461559373055e-02    1.845050267049756212e-03    1.900000000000000000e+01    1.020000000000000000e+02
3.000000000000000000e+00    1.868595508281386749e-02    7.918222163916538046e-04    3.800000000000000000e+01    2.030000000000000000e+02
4.000000000000000000e+00    2.117190049888863137e-03    8.604905525361753382e-06    5.700000000000000000e+01    3.040000000000000000e+02
5.000000000000000000e+00    8.008816273374179395e-04    1.447835002066494258e-06    7.600000000000000000e+01    4.050000000000000000e+02
6.000000000000000000e+00    4.239679111869736668e-04    4.105495738396316460e-07    9.500000000000000000e+01    5.060000000000000000e+02
7.000000000000000000e+00    2.186417481695269245e-04    1.109673755988802995e-07    1.140000000000000000e+02    6.070000000000000000e+02
8.000000000000000000e+00    7.826951838831008033e-05    1.317787397223716520e-08    1.330000000000000000e+02    7.080000000000000000e+02
9.000000000000000000e+00    3.008762715254130314e-05    2.149192568055544643e-09    1.520000000000000000e+02    8.090000000000000000e+02
1.000000000000000000e+01    2.001788668538586935e-05    9.826121324981534421e-10    1.710000000000000000e+02    9.100000000000000000e+02
1.100000000000000000e+01    1.055066638425342091e-05    2.695312393872100657e-10    1.900000000000000000e+02    1.011000000000000000e+03
1.200000000000000000e+01    4.501641888928047130e-06    4.786450534925065325e-11    2.090000000000000000e+02    1.112000000000000000e+03
1.300000000000000000e+01    2.085373227032970702e-06    1.068937736132127200e-11    2.280000000000000000e+02    1.213000000000000000e+03
1.400000000000000000e+01    1.211123761733403311e-06    3.647965653019194057e-12    2.470000000000000000e+02    1.314000000000000000e+03
