iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    3.013726153388227025e-02    1.703097919843594944e-03    1.000000000000000000e+01    1.020000000000000000e+02
3.000000000000000000e+00    1.835578611124457846e-02    7.708708002277263110e-04    2.000000000000000000e+01    2.030000000000000000e+02
4.000000000000000000e+00    4.361929264505513479e-03    4.138802358664018643e-05    3.000000000000000000e+01    3.040000000000000000e+02
5.000000000000000000e+00    2.723578053078347209e-03    1.621688228492635357e-05    4.000000000000000000e+01    4.050000000000000000e+02
6.000000000000000000e+00    1.902758247393214908e-03    7.940243151545098898e-06    5.000000000000000000e+01    5.060000000000000000e+02
7.000000000000000000e+00    1.275017594462536522e-03    3.681263640403368993e-06    6.000000000000000000e+01    6.070000000000000000e+02
8.000000000000000000e+00    8.894437603924976263e-04    1.792777304690927162e-06    7.000000000000000000e+01    7.080000000000000000e+02
9.000000000000000000e+00    6.283153442253349265e-04    9.088282365622340265e-07    8.000000000000000000e+01    8.090000000000000000e+02
1.000000000000000000e+01    4.491401726339541147e-04    4.669471523658221225e-07    9.000000000000000000e+01    9.100000000000000000e+02
1.100000000000000000e+01    3.283360468708934328e-04    2.512682281087194088e-07    1.000000000000000000e+02    1.011000000000000000e+03
1.200000000000000000e+01    2.386132375479674760e-04    1.336014976454581733e-07    1.100000000000000000e+02    1.112000000000000000e+03
1.300000000000000000e+01    1.778457328428768392e-04    7.437437137343657436e-08    1.200000000000000000e+02    1.213000000000000000e+03
1.400000000000000000e+01    1.309446011967017138e-04    4.057076944189659453e-08    1.300000000000000000e+02    1.314000000000000000e+03
1.500000000000000000e+01    9.858431955867653440e-05    2.299824175021750748e-08    1.400000000000000000e+02    1.415000000000000000e+03
1.600000000000000000e+01    7.331321646355413383e-05    1.278261395182475174e-08    1.500000000000000000e+02    1.516000000000000000e+03
1.700000000000000000e+01    5.547750888469672861e-05    7.315785951943938521e-09    1.600000000000000000e+02    1.617000000000000000e+03
1.800000000000000000e+01    4.156086521885250508e-05    4.121134857775639320e-09    1.700000000000000000e+02    1.718000000000000000e+03
1.900000000000000000e+01    3.153359249016788744e-05    2.371038268150406014e-09    1.800000000000000000e+02    1.819000000000000000e+03
2.000000000000000000e+01    2.374855796874340348e-05    1.348376741471498067e-09    1.900000000000000000e+02    1.920000000000000000e+03
2.100000000000000000e+01    1.804580724063197222e-05    7.781699342318681222e-10    2.000000000000000000e+02    2.021000000000000000e+03
2.200000000000000000e+01    1.364162540991210808e-05    4.454806150151408647e-10    2.100000000000000000e+02    2.122000000000000000e+03
2.300000000000000000e+01    1.037557334046905771e-05    2.576026948074878061e-10    2.200000000000000000e+02    2.223000000000000000e+03
2.400000000000000000e+01    7.864005098790575739e-06    1.481541417294315741e-10    2.300000000000000000e+02    2.324000000000000000e+03
2.500000000000000000e+01    5.985088609866970578e-06    8.578814828376269253e-11    2.400000000000000000e+02    2.425000000000000000e+03
2.600000000000000000e+01    4.544655640082208676e-06    4.949826709286363015e-11    2.500000000000000000e+02    2.526000000000000000e+03
2.700000000000000000e+01    3.460467748771531448e-06    2.869006418301000893e-11    2.600000000000000000e+02    2.627000000000000000e+03
2.800000000000000000e+01    2.631013051260054258e-06    1.659091123895578693e-11    2.700000000000000000e+02    2.728000000000000000e+03
2.900000000000000000e+01    2.004077320113187639e-06    9.623381532973837946e-12    2.800000000000000000e+02    2.829000000000000000e+03
3.000000000000000000e+01    1.525077614456290636e-06    5.573912328884624894e-12    2.900000000000000000e+02    2.930000000000000000e+03
3.100000000000000000e+01    1.161995533395018101e-06    3.234872768251899655e-12    3.000000000000000000e+02    3.031000000000000000e+03
