iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    2.436804334816393691e-01    1.108394657575908077e-01    1.400000000000000000e+01    2.100000000000000089e+00
3.000000000000000000e+00    1.359981711203654409e-01    3.065568026813474817e-02    2.800000000000000000e+01    3.200000000000000178e+00
4.000000000000000000e+00    7.936749948313649716e-02    9.883951086729176119e-03    4.200000000000000000e+01    4.299999999999999822e+00
5.000000000000000000e+00    4.592903805225205527e-02    3.177331988892633831e-03    5.600000000000000000e+01    5.400000000000000355e+00
6.000000000000000000e+00    2.758221261854511622e-02    1.117384352523343978e-03    7.000000000000000000e+01    6.500000000000000000e+00
7.000000000000000000e+00    1.710170149582106863e-02    4.237645859526096518e-04    8.400000000000000000e+01    7.599999999999999645e+00
8.000000000000000000e+00    1.042454745151801150e-02    1.554160962456558584e-04    9.800000000000000000e+01    8.699999999999999289e+00
9.000000000000000000e+00    6.431900840543068251e-03    5.876492484984095912e-05    1.120000000000000000e+02    9.800000000000000711e+00
1.000000000000000000e+01    4.008679225576974869e-03    2.270437230619487429e-05    1.260000000000000000e+02    1.090000000000000036e+01
1.100000000000000000e+01    2.452220578797169662e-03    8.448089464255027599e-06    1.400000000000000000e+02    1.200000000000000000e+01
1.200000000000000000e+01    1.536232006873318760e-03    3.331937669967788060e-06    1.540000000000000000e+02    1.309999999999999964e+01
1.300000000000000000e+01    9.527505192317176639e-04    1.269861815082958178e-06    1.680000000000000000e+02    1.419999999999999929e+01
1.400000000000000000e+01    5.911400504785776795e-04    4.872141463185774936e-07    1.820000000000000000e+02    1.530000000000000071e+01
1.500000000000000000e+01    3.661202280579294727e-04    1.857907738120074694e-07    1.960000000000000000e+02    1.639999999999999858e+01
1.600000000000000000e+01    2.283793631433774732e-04    7.226125294666771422e-08    2.100000000000000000e+02    1.750000000000000000e+01
1.700000000000000000e+01    1.426421310421396307e-04    2.819512920664697542e-08    2.240000000000000000e+02    1.860000000000000142e+01
1.800000000000000000e+01    8.914889324817675421e-05    1.097131676540583060e-08    2.380000000000000000e+02    1.969999999999999929e+01
1.900000000000000000e+01    5.591884106557958403e-05    4.315170280125375048e-09    2.520000000000000000e+02    2.080000000000000071e+01
2.000000000000000000e+01    3.453828372991787698e-05    1.644972083811170688e-09    2.660000000000000000e+02    2.189999999999999858e+01
2.100000000000000000e+01    2.172570370870743482e-05    6.515437598964316160e-10    2.800000000000000000e+02    2.300000000000000000e+01
2.200000000000000000e+01    1.348648519623339108e-05    2.499995347225707174e-10    2.940000000000000000e+02    2.410000000000000142e+01
2.300000000000000000e+01    8.427341176256113170e-06    9.752034280603684858e-11    3.080000000000000000e+02    2.519999999999999929e+01
2.400000000000000000e+01    5.288419164941155786e-06    3.829973910016880384e-11    3.220000000000000000e+02    2.630000000000000071e+01
2.500000000000000000e+01    3.340258893592667559e-06    1.524632565827001205e-11    3.360000000000000000e+02    2.739999999999999858e+01
2.600000000000000000e+01    2.092558055913427285e-06    5.975081572251837941e-12    3.500000000000000000e+02    2.850000000000000000e+01
