iter    var_error    func_error    n_comm    n_grad
1.000000000000000000e+00    4.530424359066179685e-01    4.719193291409936042e-01    0.000000000000000000e+00    1.000000000000000000e+00
2.000000000000000000e+00    2.335852042815531604e-01    1.004153847428216895e-01    4.000000000000000000e+00    2.100000000000000089e+00
3.000000000000000000e+00    1.300524572600272044e-01    2.827751734324545491e-02    8.000000000000000000e+00    3.200000000000000178e+00
4.000000000000000000e+00    7.459553961974356440e-02    8.758995214939890861e-03    1.200000000000000000e+01    4.299999999999999822e+00
5.000000000000000000e+00    4.493056526751074836e-02    3.040780786787046844e-03    1.600000000000000000e+01    5.400000000000000355e+00
6.000000000000000000e+00    2.719826127611794236e-02    1.092794171201501557e-03    2.000000000000000000e+01    6.500000000000000000e+00
7.000000000000000000e+00    1.670135423006685257e-02    4.068814054365709225e-04    2.400000000000000000e+01    7.599999999999999645e+00
8.000000000000000000e+00    1.067629600080416928e-02    1.802803965455906097e-04    2.800000000000000000e+01    8.699999999999999289e+00
9.000000000000000000e+00    6.775150369289543138e-03    7.011658865723770489e-05    3.200000000000000000e+01    9.800000000000000711e+00
1.000000000000000000e+01    4.522994637525703902e-03    3.387598077733254830e-05    3.600000000000000000e+01    1.090000000000000036e+01
1.100000000000000000e+01    3.199637022673919133e-03    1.674643731272436152e-05    4.000000000000000000e+01    1.200000000000000000e+01
1.200000000000000000e+01    2.416608402168196092e-03    1.110996512379710898e-05    4.400000000000000000e+01    1.309999999999999964e+01
1.300000000000000000e+01    1.787738181514605300e-03    6.218663902685144609e-06    4.800000000000000000e+01    1.419999999999999929e+01
1.400000000000000000e+01    1.564500927719830996e-03    5.235020100404952397e-06    5.200000000000000000e+01    1.530000000000000071e+01
1.500000000000000000e+01    1.321446029649209729e-03    3.375237203523786810e-06    5.600000000000000000e+01    1.639999999999999858e+01
1.600000000000000000e+01    1.278168288123686033e-03    3.730798529344972366e-06    6.000000000000000000e+01    1.750000000000000000e+01
1.700000000000000000e+01    1.044866115162405417e-03    2.623811539730799075e-06    6.400000000000000000e+01    1.860000000000000142e+01
1.800000000000000000e+01    9.470720752248871664e-04    2.079967212724162408e-06    6.800000000000000000e+01    1.969999999999999929e+01
1.900000000000000000e+01    7.610285931630497843e-04    1.286488429493086406e-06    7.200000000000000000e+01    2.080000000000000071e+01
2.000000000000000000e+01    7.206260632862308921e-04    1.040124219692112187e-06    7.600000000000000000e+01    2.189999999999999858e+01
2.100000000000000000e+01    6.923640357586655601e-04    1.082482079433975332e-06    8.000000000000000000e+01    2.300000000000000000e+01
2.200000000000000000e+01    6.232736693825970207e-04    9.109873485970113686e-07    8.400000000000000000e+01    2.410000000000000142e+01
2.300000000000000000e+01    5.640832813275792335e-04    6.810671298229945870e-07    8.800000000000000000e+01    2.519999999999999929e+01
2.400000000000000000e+01    5.513460047667648667e-04    6.353772169610073995e-07    9.200000000000000000e+01    2.630000000000000071e+01
2.500000000000000000e+01    5.395754101736325095e-04    6.623218385633588747e-07    9.600000000000000000e+01    2.739999999999999858e+01
2.600000000000000000e+01    4.987141190959615365e-04    5.219803664418339552e-07    1.000000000000000000e+02    2.850000000000000000e+01
2.700000000000000000e+01    4.063827986477904788e-04    3.180307088401441577e-07    1.040000000000000000e+02    2.960000000000000142e+01
2.800000000000000000e+01    3.827427982843682307e-04    4.048716101326589274e-07    1.080000000000000000e+02    3.069999999999999929e+01
2.900000000000000000e+01    3.502147586169849364e-04    2.636178868407941611e-07    1.120000000000000000e+02    3.180000000000000071e+01
3.000000000000000000e+01    3.261078533537368628e-04    2.503973766013719284e-07    1.160000000000000000e+02    3.289999999999999858e+01
3.100000000000000000e+01    3.223884971939778329e-04    2.454429344399406096e-07    1.200000000000000000e+02    3.400000000000000000e+01
3.200000000000000000e+01    2.718909121663021819e-04    1.698714091886019186e-07    1.240000000000000000e+02    3.510000000000000142e+01
3.300000000000000000e+01    2.536622602111957827e-04    1.369948646926872917e-07    1.280000000000000000e+02    3.620000000000000284e+01
3.400000000000000000e+01    2.730939275348237636e-04    2.524065890739034489e-07    1.320000000000000000e+02    3.729999999999999716e+01
3.500000000000000000e+01    2.363267257460752158e-04    1.399759074285578705e-07    1.360000000000000000e+02    3.839999999999999858e+01
3.600000000000000000e+01    1.664119736146043194e-04    6.611814665144706790e-08    1.400000000000000000e+02    3.950000000000000000e+01
3.700000000000000000e+01    1.682623173573039792e-04    7.117073531401176377e-08    1.440000000000000000e+02    4.060000000000000142e+01
3.800000000000000000e+01    1.493817613343189103e-04    5.294086239799764706e-08    1.480000000000000000e+02    4.170000000000000284e+01
3.900000000000000000e+01    1.396640693127129955e-04    4.733054474032875490e-08    1.520000000000000000e+02    4.279999999999999716e+01
4.000000000000000000e+01    1.221260063691160527e-04    3.394948779550587656e-08    1.560000000000000000e+02    4.389999999999999858e+01
4.100000000000000000e+01    1.218187697408788567e-04    3.309456716455609879e-08    1.600000000000000000e+02    4.500000000000000000e+01
4.200000000000000000e+01    1.104830050849880735e-04    2.823990604605310845e-08    1.640000000000000000e+02    4.610000000000000142e+01
4.300000000000000000e+01    1.039612463804354928e-04    2.849121762707329061e-08    1.680000000000000000e+02    4.720000000000000284e+01
4.400000000000000000e+01    9.808947758065526845e-05    2.182700752856525465e-08    1.720000000000000000e+02    4.829999999999999716e+01
4.500000000000000000e+01    9.483952749286114954e-05    2.399384786594422556e-08    1.760000000000000000e+02    4.939999999999999858e+01
4.600000000000000000e+01    9.227895858737699666e-05    2.074892291081255386e-08    1.800000000000000000e+02    5.050000000000000000e+01
4.700000000000000000e+01    8.230219349067918006e-05    1.456708272222168660e-08    1.840000000000000000e+02    5.160000000000000142e+01
4.800000000000000000e+01    6.992312089568181307e-05    1.297604327430929923e-08    1.880000000000000000e+02    5.270000000000000284e+01
4.900000000000000000e+01    7.190811282251515478e-05    1.320514712893978263e-08    1.920000000000000000e+02    5.379999999999999716e+01
5.000000000000000000e+01    6.620306836644885759e-05    1.116739335915299881e-08    1.960000000000000000e+02    5.489999999999999858e+01
5.100000000000000000e+01    5.835984095790950509e-05    7.328519286600215492e-09    2.000000000000000000e+02    5.600000000000000000e+01
5.200000000000000000e+01    6.064232750903581442e-05    8.306408988488530824e-09    2.040000000000000000e+02    5.710000000000000142e+01
5.300000000000000000e+01    5.632739537572814032e-05    8.309999453216667461e-09    2.080000000000000000e+02    5.820000000000000284e+01
5.400000000000000000e+01    4.833758259452345415e-05    5.393117720284025555e-09    2.120000000000000000e+02    5.929999999999999716e+01
5.500000000000000000e+01    4.836867942495068926e-05    6.616897869483821921e-09    2.160000000000000000e+02    6.039999999999999858e+01
